elapsed_s,duration_ms,time_to_goal,path_cost,obstacle_checks,rewire_neighbor_searches,orphaned_nodes,collision_count
26.6478,0.000251,15.957,112.346,0,92,4,1
26.6996,0.000397,15.918,112.346,0,92,4,1
26.7517,0.000481,15.86,112.346,0,92,4,1
26.804,0.0004,15.823,112.346,0,92,4,1
26.8565,0.000295,15.765,112.346,0,92,4,1
26.9085,0.00025,15.707,80.7756,0,92,4,1
26.9606,0.000225,15.669,80.7756,0,92,4,1
27.0124,0.000283,15.611,80.7756,0,92,4,1
27.0646,0.000519,15.573,80.7756,0,92,4,1
27.1167,0.000347,15.515,80.7756,0,92,4,1
27.1691,0.000279,15.459,80.7756,0,92,4,1
27.2212,0.000419,15.42,80.7756,0,92,4,1
27.273,0.000336,15.361,80.7756,0,92,4,1
27.3249,0.000301,15.324,80.7756,0,92,4,1
27.377,0.000226,15.266,80.7756,0,92,4,1
27.4285,0.000235,15.208,80.7756,0,92,4,1
27.4804,0.000469,15.169,80.7756,0,92,4,1
27.533,0.000343,15.112,80.7756,0,92,4,1
27.5849,0.000317,15.073,80.7756,0,92,4,1
27.6366,0.000286,15.016,80.7756,0,92,4,1
27.6881,19.8157,14.958,0,17,70,5,1
27.7601,0.000315,14.919,0,17,70,5,1
27.8115,0.000299,14.861,0,17,70,5,1
27.8631,0.000277,14.822,0,17,70,5,1
27.9141,0.000181,14.763,0,17,70,5,1
27.9654,0.000439,14.724,65.4211,17,70,5,1
28.0175,0.000249,14.666,65.4211,17,70,5,1
28.0694,0.000311,14.609,65.4211,17,70,5,1
28.1214,0.000649,14.569,65.4211,17,70,5,1
28.1741,0.000278,14.514,65.4211,17,70,5,1
28.226,0.000489,14.475,65.4211,17,70,5,1
28.2783,0.00045,14.417,65.4211,17,70,5,1
28.3306,0.000389,14.36,65.4211,17,70,5,1
28.3828,0.000299,14.321,65.4211,17,70,5,1
28.4344,0.000282,14.262,65.4211,17,70,5,1
28.4858,0.000427,14.225,65.4211,17,70,5,1
28.5379,0.000309,14.167,65.4211,17,70,5,1
28.59,0.000569,14.109,65.4211,17,70,5,1
28.6421,0.000343,14.071,65.4211,17,70,5,1
28.6942,0.000252,14.014,65.4211,17,70,5,1
28.7463,0.000353,13.974,65.4211,17,70,5,1
28.7983,0.000463,13.918,65.4211,17,70,5,1
28.8501,0.000237,13.859,65.4211,17,70,5,1
28.9015,0.000391,13.82,65.4211,17,70,5,1
28.9533,0.000383,13.762,65.4211,17,70,5,1
29.0051,0.000319,13.724,65.4211,17,70,5,1
29.0576,0.000301,13.666,65.4211,17,70,5,1
29.1094,0.000179,13.609,65.4211,17,70,5,1
29.1607,0.000302,13.57,65.4211,17,70,5,1
29.2124,0.00031,13.511,65.4211,17,70,5,1
29.2642,0.000505,13.473,65.4211,17,70,5,1
29.3164,0.000416,13.415,65.4211,17,70,5,1
29.3681,0.000385,13.358,65.4211,17,70,5,1
29.4204,0.000257,13.319,65.4211,17,70,5,1
29.4723,0.000281,13.272,65.4211,17,70,5,1
29.5281,0.000355,13.241,65.4211,17,70,5,1
29.5798,0.000344,13.211,65.4211,17,70,5,1
29.6316,0.000327,13.152,65.4211,17,70,5,1
29.6834,0.000535,13.112,65.4211,17,70,5,1
29.7353,0.000381,13.053,65.4211,17,70,5,1
29.7873,0.000318,13.014,65.4211,17,70,5,1
29.8392,0.00045,12.956,65.4211,17,70,5,1
29.8916,0.000205,12.898,65.4211,17,70,5,1
29.9434,0.000369,12.859,65.4211,17,70,5,1
29.9954,0.000333,12.801,65.4211,17,70,5,1
30.0474,0.000203,12.763,65.4211,17,70,5,1
30.0991,0.000261,12.704,65.4211,17,70,5,1
30.1506,0.000199,12.646,65.4211,17,70,5,1
30.2021,0.000534,12.607,65.4211,17,70,5,1
30.2542,0.000253,12.548,65.4211,17,70,5,1
30.3058,0.000458,12.509,65.4211,17,70,5,1
30.3583,0.000272,12.451,65.4211,17,70,5,1
30.4099,0.00022,12.393,65.4211,17,70,5,1
30.4613,0.000437,12.354,65.4211,17,70,5,1
30.5133,0.000217,12.295,65.4211,17,70,5,1
30.5647,0.000251,12.257,65.4211,17,70,5,1
30.6162,0.000477,12.198,65.4211,17,70,5,1
30.6678,0.000382,12.159,65.4211,17,70,5,1
30.7196,0.000248,12.101,65.4211,17,70,5,1
30.7714,0.00029,12.042,65.4211,17,70,5,1
30.8227,0.000487,12.003,65.4211,17,70,5,1
30.8746,0.000344,11.944,65.4211,17,70,5,1
30.9265,0.000361,11.905,65.4211,17,70,5,1
30.9784,0.000415,11.847,65.4211,17,70,5,1
31.0305,0.000257,11.789,65.4211,17,70,5,1
31.0823,0.000313,11.749,65.4211,17,70,5,1
31.1344,0.000287,11.692,65.4211,17,70,5,1
31.1861,0.000546,11.653,65.4211,17,70,5,1
31.2374,0.000238,11.594,65.4211,17,70,5,1
31.2889,0.000271,11.535,65.4211,17,70,5,1
31.3407,0.000402,11.497,65.4211,17,70,5,1
31.3925,0.000353,11.438,65.4211,17,70,5,1
31.4443,0.000321,11.399,65.4211,17,70,5,1
31.4956,0.000308,11.341,65.4211,17,70,5,1
31.5473,0.000189,11.302,65.4211,17,70,5,1
31.5987,0.000396,11.243,65.4211,17,70,5,1
31.6503,0.000319,11.185,65.4211,17,70,5,1
31.702,0.00031,11.146,65.4211,17,70,5,1
31.7537,0.000291,11.088,65.4211,17,70,5,1
31.8054,0.000345,11.049,65.4211,17,70,5,1
31.8573,0.00025,10.991,65.4211,17,70,5,1
31.9085,0.000287,10.932,65.4211,17,70,5,1
31.9603,0.000354,10.893,65.4211,17,70,5,1
32.0121,0.000345,10.835,65.4211,17,70,5,1
32.0638,0.000359,10.795,65.4211,17,70,5,1
32.1156,0.000321,10.737,65.4211,17,70,5,1
32.1669,0.00028,10.698,65.4211,17,70,5,1
32.2187,0.000343,10.64,65.4211,17,70,5,1
32.2705,0.000251,10.582,65.4211,17,70,5,1
32.3217,0.000429,10.543,65.4211,17,70,5,1
32.3734,0.00022,10.484,65.4211,17,70,5,1
32.4246,0.0003,10.445,65.4211,17,70,5,1
32.476,0.000337,10.387,65.4211,17,70,5,1
32.5277,0.000253,10.348,65.4211,17,70,5,1
32.5792,0.000299,10.289,65.4211,17,70,5,1
32.6308,0.00054,10.231,65.4211,17,70,5,1
32.6824,0.000312,10.192,65.4211,17,70,5,1
32.734,0.000434,10.134,65.4211,17,70,5,1
32.7857,0.000379,10.094,65.4211,17,70,5,1
32.8369,0.000379,10.036,65.4211,17,70,5,1
32.8888,10.3049,9.978,0,18,53,0,1
32.951,0.000207,9.919,0,18,53,0,1
33.0023,0.000359,9.88,0,18,53,0,1
33.0539,0.000319,9.822,0,18,53,0,1
33.1054,0.000402,9.783,0,18,53,0,1
33.1572,0.000569,9.724,0,18,53,0,1
33.2089,0.000359,9.666,0,18,53,0,1
33.2608,0.000381,9.627,0,18,53,0,1
33.3132,0.00026,9.569,0,18,53,0,1
33.3644,0.00026,9.53,0,18,53,0,1
33.4156,0.000391,9.471,0,18,53,0,1
33.4673,0.000242,9.431,0,18,53,0,1
33.5192,0.000239,9.373,0,18,53,0,1
33.5703,0.000379,9.315,0,18,53,0,1
33.6222,0.000453,9.276,0,18,53,0,1
33.6741,0.000321,9.218,0,18,53,0,1
33.7261,0.000481,9.18,0,18,53,0,1
33.7782,0.000294,9.122,0,18,53,0,1
33.8298,0.000302,9.064,0,18,53,0,1
33.8815,0.000258,9.024,0,18,53,0,1
33.9332,0.000285,8.965,0,18,53,0,1
33.9846,0.000349,8.926,0,18,53,0,1
34.0363,0.000355,8.868,0,18,53,0,1
34.0879,0.000425,8.81,0,18,53,0,1
34.1402,0.000224,8.771,0,18,53,0,1
34.1918,0.010128,8.713,0,18,53,0,1
34.2437,0.000527,8.674,0,18,53,0,1
34.2952,0.000304,8.615,0,18,53,0,1
34.3467,0.000359,8.576,0,18,53,0,1
34.3985,0.000293,8.518,0,18,53,0,1
34.45,0.000233,8.46,0,18,53,0,1
34.5012,0.000307,8.42,0,18,53,0,1
34.5528,0.000433,8.362,0,18,53,0,1
34.6049,0.000388,8.323,0,18,53,0,1
34.6567,0.000353,8.266,0,18,53,0,1
34.7085,0.000193,8.208,0,18,53,0,1
34.7598,0.000343,8.169,0,18,53,0,1
34.8113,0.000465,8.111,0,18,53,0,1
34.863,0.000244,8.072,0,18,53,0,1
34.9141,0.00029,8.014,0,18,53,0,1
34.966,0.00034,7.976,0,18,53,0,1
35.0175,0.000244,7.916,0,18,53,0,1
35.0685,0.00029,7.857,0,18,53,0,1
35.1201,0.000246,7.819,0,18,53,0,1
35.1713,0.000365,7.76,0,18,53,0,1
35.2231,0.000425,7.721,0,18,53,0,1
35.2749,0.000327,7.663,0,18,53,0,1
35.3266,0.000385,7.625,0,18,53,0,1
35.378,0.000514,7.566,0,18,53,0,1
35.4298,0.000333,7.509,0,18,53,0,1
35.4815,0.000367,7.47,0,18,53,0,1
35.5331,0.000261,7.411,0,18,53,0,1
35.5842,0.000401,7.373,0,18,53,0,1
35.6356,0.000405,7.314,0,18,53,0,1
35.6871,0.000353,7.275,0,18,53,0,1
35.7387,0.000381,7.217,0,18,53,0,1
35.7904,0.000344,7.159,0,18,53,0,1
35.8418,0.000399,7.12,0,18,53,0,1
35.8932,0.000352,7.062,0,18,53,0,1
35.9446,0.000415,7.023,0,18,53,0,1
35.9964,0.000387,6.965,0,18,53,0,1
36.048,0.000147,6.907,0,18,53,0,1
36.0988,0.000413,6.868,0,18,53,0,1
36.1505,0.000196,6.81,0,18,53,0,1
36.2016,0.000368,6.771,0,18,53,0,1
36.253,0.000413,6.713,39.3337,18,53,0,1
36.3049,0.000377,6.674,39.3337,18,53,0,1
36.3565,0.000339,6.616,39.3337,18,53,0,1
36.4082,0.000299,6.557,39.3337,18,53,0,1
36.4598,0.000334,6.519,39.3337,18,53,0,1
36.5117,0.000333,6.46,39.3337,18,53,0,1
36.5632,0.000228,6.422,39.3337,18,53,0,1
36.6145,0.000331,6.364,39.3337,18,53,0,1
36.6661,0.000546,6.325,39.3337,18,53,0,1
36.7181,0.000857,6.267,39.3337,18,53,0,1
36.77,0.000362,6.208,39.3337,18,53,0,1
36.8216,0.000445,6.171,39.3337,18,53,0,1
36.8736,0.000373,6.112,39.3337,18,53,0,1
36.9251,0.000257,6.074,39.3337,18,53,0,1
36.9765,0.000518,6.016,39.3337,18,53,0,1
37.0283,0.000287,5.958,39.3337,18,53,0,1
37.0799,0.000361,5.919,39.3337,18,53,0,1
37.1315,0.000537,5.86,39.3337,18,53,0,1
37.1833,0.000493,5.821,39.3337,18,53,0,1
37.2349,0.000703,5.764,39.3337,18,53,0,1
37.2865,0.00026,5.725,39.3337,18,53,0,1
37.3378,0.000351,5.666,39.3337,18,53,0,1
37.3895,0.000362,5.608,39.3337,18,53,0,1
37.4412,0.000515,5.57,39.3337,18,53,0,1
37.493,0.000288,5.511,39.3337,18,53,0,1
37.5447,0.000271,5.472,39.3337,18,53,0,1
37.5963,0.000297,5.415,39.3337,18,53,0,1
37.6478,0.000347,5.376,39.3337,18,53,0,1
37.6996,0.000565,5.318,39.3337,18,53,0,1
37.7514,0.000273,5.259,39.3337,18,53,0,1
37.8029,0.000309,5.221,39.3337,18,53,0,1
37.8545,0.000439,5.163,39.3337,18,53,0,1
37.9066,0.000373,5.125,39.3337,18,53,0,1
37.9583,0.000361,5.067,39.3337,18,53,0,1
38.0098,0.000369,5.008,39.3337,18,53,0,1
38.0617,3.96581,4.971,0,0,0,0,1
38.1172,0.000453,4.916,0,0,0,0,1
38.1689,0.000309,4.858,0,0,0,0,1
38.2205,0.000395,4.819,0,0,0,0,1
38.2723,0.000359,4.761,0,0,0,0,1
38.324,0.000277,4.723,0,0,0,0,1
38.3751,0.000421,4.665,0,0,0,0,1
38.4271,0.000296,4.625,0,0,0,0,1
38.4785,0.00031,4.566,0,0,0,0,1
38.5301,0.000285,4.509,0,0,0,0,1
38.5815,0.00039,4.47,0,0,0,0,1
38.6333,0.000287,4.412,0,0,0,0,1
38.6847,0.000513,4.373,0,0,0,0,1
38.7366,0.000251,4.317,0,0,0,0,1
38.7877,0.000289,4.278,0,0,0,0,1
38.8392,0.000353,4.22,0,0,0,0,1
38.891,0.000419,4.162,0,0,0,0,1
38.9428,0.000338,4.123,0,0,0,0,1
38.9943,0.000429,4.065,0,0,0,0,1
39.0457,0.000344,4.026,0,0,0,0,1
39.0972,0.000309,3.967,0,0,0,0,1
39.1489,0.000323,3.909,0,0,0,0,1
39.2003,0.000389,3.871,0,0,0,0,1
39.2521,0.000193,3.812,0,0,0,0,1
39.3034,0.000477,3.774,0,0,0,0,1
39.355,0.00032,3.715,0,0,0,0,1
39.4064,0.000343,3.676,0,0,0,0,1
39.4581,0.000357,3.618,0,0,0,0,1
39.5096,0.000403,3.559,0,0,0,0,1
39.5613,0.000427,3.52,0,0,0,0,1
39.6131,0.000295,3.462,0,0,0,0,1
39.6647,0.000391,3.423,0,0,0,0,1
39.7164,0.000383,3.364,0,0,0,0,1
39.7679,0.000365,3.308,0,0,0,0,1
39.8196,0.000272,3.269,0,0,0,0,1
39.8709,0.000277,3.21,0,0,0,0,1
39.9224,0.000439,3.171,0,0,0,0,1
39.9742,0.000285,3.113,0,0,0,0,1
40.0255,0.000246,3.074,0,0,0,0,1
40.0766,0.000249,3.015,0,0,0,0,1
40.1277,0.000393,2.976,0,0,0,0,1
40.1795,0.000272,2.918,0,0,0,0,1
40.2307,0.000306,2.86,0,0,0,0,1
40.2821,0.000314,2.821,0,0,0,0,1
40.3332,0.000244,2.762,0,0,0,0,1
40.3842,0.000343,2.723,0,0,0,0,1
40.4356,0.0004,2.665,0,0,0,0,1
40.4866,0.000357,2.625,0,0,0,0,1
40.5378,0.000254,2.567,0,0,0,0,1
40.5889,0.000501,2.509,0,0,0,0,1
40.6402,0.00026,2.47,0,0,0,0,1
40.6913,0.000311,2.412,0,0,0,0,1
40.7427,0.000397,2.373,0,0,0,0,1
40.7943,0.000324,2.315,0,0,0,0,1
40.8458,0.000348,2.276,0,0,0,0,1
40.8971,0.000285,2.218,0,0,0,0,1
40.9485,0.000411,2.159,0,0,0,0,1
40.9998,0.000467,2.12,0,0,0,0,1
41.051,0.000274,2.062,0,0,0,0,1
41.1022,0.000277,2.023,0,0,0,0,1
41.1531,0.000339,1.965,0,0,0,0,1
41.2045,0.000339,1.926,0,0,0,0,1
41.2557,0.000321,1.867,0,0,0,0,1
41.307,0.000372,1.829,0,0,0,0,1
41.3584,0.000205,1.771,0,0,0,0,1
41.4093,0.000253,1.712,0,0,0,0,1
41.4605,0.000292,1.673,0,0,0,0,1
41.5115,0.000363,1.614,0,0,0,0,1
41.5629,0.000506,1.575,0,0,0,0,1
41.6142,0.000382,1.516,0,0,0,0,1
41.6654,0.000368,1.478,0,0,0,0,1
41.7167,0.000465,1.42,0,0,0,0,1
41.7681,0.000313,1.361,0,0,0,0,1
41.8194,0.000353,1.323,0,0,0,0,1
41.8708,0.000271,1.264,0,0,0,0,1
41.9217,0.000403,1.225,0,0,0,0,1
41.9728,0.000347,1.166,0,0,0,0,1
42.0241,0.000346,1.127,0,0,0,0,1
42.0753,0.000329,1.068,0,0,0,0,1
42.1266,0.000497,1.03,0,0,0,0,1
42.1782,0.000409,0.972,0,0,0,0,1
42.2295,0.000195,0.914,0,0,0,0,1
42.2804,0.000341,0.875,0,0,0,0,1
42.3316,0.000425,0.817,0,0,0,0,1
42.3827,0.000353,0.778,0,0,0,0,1
42.4339,0.000399,0.72,0,0,0,0,1
42.4851,0.000461,0.681,0,0,0,0,1
42.5363,0.000529,0.623,0,0,0,0,1
42.5877,0.000278,0.583,0,0,0,0,1
42.6387,0.000273,0.525,0,0,0,0,1
