elapsed_s,total_latency_ms,update_ms,plan_ms,time_to_goal,path_cost,obstacle_checks,queue_operations,collision_count,tree_size,avg_deg_out,avg_deg_in,radius
0.313016,312.275,312.275,0,40,142.655,116459,1656,0,1000,112.311,112.311,36.2143
5.26895,195.628,195.628,0,36.32,127.055,102799,1393,0,1000,112.311,112.311,36.2143
5.63231,224.727,224.727,0,36.2,128.276,124453,1573,0,1000,112.311,112.311,36.2143
6.08408,296.508,296.508,0,36.06,128.04,146192,1483,0,1000,112.311,112.311,36.2143
6.58783,346.916,346.916,0,35.92,127.804,155193,1440,0,1000,112.311,112.311,36.2143
7.15251,379.557,379.557,0,35.76,127.534,190144,1432,0,1000,112.311,112.311,36.2143
7.70064,361.592,361.592,0,35.6,127.264,171456,1386,0,1000,112.311,112.311,36.2143
8.26404,316.702,316.702,0,35.4,126.926,161825,1389,0,1000,112.311,112.311,36.2143
8.79677,292.477,292.477,0,35.2,126.588,150247,1425,0,1000,112.311,112.311,36.2143
9.30597,275.547,275.547,0,35,126.251,136629,1188,0,1000,112.311,112.311,36.2143
9.86492,317.586,317.586,0,34.76,131.337,146185,1318,0,1000,112.311,112.311,36.2143
10.4661,337.147,337.147,0,34.5,125.669,160084,1385,0,1000,112.311,112.311,36.2143
12.7001,253.432,253.432,0,32.66,120.297,117270,1085,0,1000,112.311,112.311,36.2143
13.3285,369.783,369.783,0,32.4,127.833,160287,1380,0,1000,112.311,112.311,36.2143
13.939,349.235,349.235,0,32.14,124.249,146638,1419,0,1000,112.311,112.311,36.2143
14.5442,302.05,302.05,0,31.84,119.633,140010,1230,0,1000,112.311,112.311,36.2143
15.2549,378.28,378.28,0,31.52,118.983,157443,1243,0,1000,112.311,112.311,36.2143
15.9372,348.528,348.528,0,31.2,118.333,151566,1275,0,1000,112.311,112.311,36.2143
16.6857,315.887,315.887,0,30.82,117.561,149486,1266,0,1000,112.311,112.311,36.2143
17.4466,240.505,240.505,0,30.42,113.962,106934,1134,0,1000,112.311,112.311,36.2143
18.1961,207.266,207.266,0,30,112.738,90538,691,0,1000,112.311,112.311,36.2143
19.0142,187.081,187.081,0,29.52,111.339,92276,830,0,1000,112.311,112.311,36.2143
19.9709,252.333,252.333,0,29,109.823,87264,902,0,1000,112.311,112.311,36.2143
20.554,187.391,187.391,0,28.62,109.463,78818,873,0,1000,112.311,112.311,36.2143
21.1917,201.124,201.124,0,28.2,105.214,88307,912,0,1000,112.311,112.311,36.2143
