node_id,x0,x1,x2,x3,x4,parent_id
223,-10.54972855,-36.0991033,7.407617117,-8.511573672,26.34279044,217
224,-33.80462075,-17.91176586,5.965583151,-6.101514009,30.58616748,82
225,-41.48123026,7.953693326,11.04052218,2.006487621,33.24914347,5
226,-2.46165034,-23.01361252,0.3922328704,-7.538320242,25.07122106,86
227,-47.36209302,-46.38968357,2.321903569,-9.461486402,8.53143305,0
228,-14.06950702,-14.72405603,-6.025020346,-6.446519672,27.53197366,21
229,-20.47787345,12.24587921,9.249941485,2.831617621,36.30299212,118
230,-41.78490601,-20.18910459,-6.595158503,-6.178665674,26.93714158,14
231,-44.28972588,-7.324160892,3.761968474,-0.3051571571,18.21311055,197
232,-21.72630051,-10.25335116,2.16391988,3.549575265,39.29900512,50
233,-33.59082145,-36.76085206,-9.41555043,7.086673445,30.02842621,15
234,-7.319868177,-22.92421882,-3.191240462,-0.941124802,19.44963402,86
235,-43.47096454,-46.32452487,-0.00816422746,6.065386757,28.75264807,11
236,-34.84496851,16.5533623,-5.02434657,-9.849709866,39.64205474,78
237,-18.36653835,-12.47760652,-4.34647588,7.785293382,22.66101551,259
238,-2.375321441,-1.74870852,8.121654868,-6.310170792,33.91727354,69
239,-13.51212023,34.49082465,8.122727996,3.089298351,27.19246406,201
240,-16.15197749,-36.42085528,6.876572846,1.15227627,19.78004683,86
241,9.504369767,-36.83524369,-7.505401812,-4.834540579,39.62400671,176
242,-32.23205795,14.43844413,-1.434678056,-2.175019182,39.32932356,5
243,-27.89854364,-29.22185547,-0.5347545191,5.19575885,25.41123224,82
244,-44.57580974,-47.18564408,0.5290898845,-9.229080694,38.11090119,66
245,-14.38848458,31.44007674,-4.165923846,0.9782870887,33.96880476,239
246,-42.82870139,31.94083487,2.869724393,-8.79123144,38.26764399,106
247,5.589161373,-43.61775242,4.881948833,1.701035871,38.27211551,176
248,-37.57406962,7.641698587,-4.43573974,-7.563558236,29.16750941,58
249,-31.49113556,-26.97801612,3.219305034,-7.217503554,8.773675304,105
250,-32.7712553,19.812266,7.435086124,0.269062759,32.07366645,157
251,0.5679663506,-1.28572241,-2.296115024,-4.114302792,34.66262584,99
252,25.22563266,4.667361688,-10.16508903,-1.478199939,29.35774536,208
