0, -1, 0, 0
1, 0, -18.9688, -11.8335
2, 414, 19.7871, 47.1542
3, 597, -49.6901, 48.849
4, 529, 16.0586, -44.8199
5, -1, -38.9774, 7.32767
6, 893, -29.046, -0.605703
7, -1, 16.8871, 30.1673
8, 790, -28.5651, 22.5603
9, 498, -21.069, 26.753
10, 46, 49.8079, 9.74833
11, 0, -8.19583, -3.88118
12, 459, 12.0058, 29.5601
13, -1, -18.8714, 35.5516
14, 644, 19.4068, 32.3087
15, 482, -36.7683, -6.31968
16, 54, 29.2127, -5.73708
17, 590, 31.8468, -1.00026
18, 374, -8.58288, 32.1568
19, 634, -2.15123, -42.5243
20, 128, 37.3368, 8.87138
21, 700, 14.8034, -41.7091
22, 148, -41.7343, -18.3095
23, 438, 38.4581, -20.2994
24, 45, -45.7492, -32.6108
25, 118, -43.5464, -45.9413
26, 81, 27.1375, -1.74221
27, 0, 0.177478, -10.8567
28, 106, -22.1821, 31.306
29, 464, -25.3051, 47.2246
30, 0, 13.6147, -12.0734
31, 0, -9.09504, -7.17264
32, 819, 32.1896, -27.2482
33, 577, 41.8271, -26.3933
34, 15, -45.0914, -10.3241
35, 980, -18.9176, 42.2454
36, 713, 48.5473, 45.8858
37, 773, -49.4637, -43.1871
38, 464, -22.4237, 38.9944
39, 0, -13.4865, -18.1729
40, 482, -43.6165, -7.03288
41, -1, -14.1143, 33.521
42, 62, 41.2249, 36.0632
43, 531, -27.3356, -30.9572
44, 0, 17.3693, -2.64074
45, 826, -33.7326, -19.016
46, 572, 35.2859, 7.17236
47, 410, 23.8113, 17.4755
48, -1, 29.9242, 15.6384
49, 55, 41.0822, 34.8327
50, 45, -44.6857, -27.8354
51, 82, 27.0782, -46.1385
52, 631, -31.9496, 27.6144
53, 394, -39.3255, -4.37331
54, 0, 16.6088, -2.81203
55, 410, 27.4538, 22.9924
56, 761, 40.1551, -36.6605
57, 772, 6.51339, 31.38
58, 476, 49.4028, 29.1778
59, 501, -49.5772, 16.772
60, 39, -23.463, -33.3098
61, 66, 47.756, -38.1771
62, 254, 23.8625, 21.5673
63, 395, 29.2984, 3.78668
64, 847, -12.7943, 20.3806
65, 0, -11.3806, -7.48
66, 136, 42.5451, -34.3024
67, -1, -3.61847, -39.4045
68, 226, 43.312, 7.05599
69, 0, 6.22221, 9.92083
70, 148, -45.756, -16.324
71, 980, -17.0868, 44.3991
72, 358, -2.98447, 39.4266
73, 44, 25.7791, -3.5817
74, -1, 18.6043, 26.2018
75, 488, -36.8097, 45.1414
76, 761, 42.892, -39.0537
77, 501, -43.0357, 16.7545
78, 310, 32.5136, 36.2627
79, 863, -29.4589, -30.2807
80, 0, 6.64324, 9.16058
81, 0, 12.2393, -0.811632
82, 318, 24.8582, -41.3791
83, 0, 9.78389, 18.1702
84, 635, 15.6769, -33.9939
85, 498, -21.909, 19.9208
86, 0, -0.317899, 11.0042
87, 768, 14.3199, 46.6976
88, 0, 0.430783, -9.90108
89, -1, -6.88407, -30.9649
90, 571, -33.6993, 6.30625
91, 368, -35.8235, -40.8073
92, -1, 17.2526, -28.8592
93, 590, 25.9472, -0.233827
94, 154, -42.5965, 46.4883
95, 410, 19.4855, 14.0467
96, 0, 5.64888, -18.2752
97, 826, -36.7649, -19.493
98, 452, -9.65432, 23.019
99, 981, 48.6772, -43.9775
100, 438, 39.0251, -23.2318
101, 249, 25.9433, -11.2928
102, 293, 37.7724, -9.73678
103, 0, -14.5952, -11.7968
104, 379, 30.3621, 28.5207
105, 335, 7.23834, 46.6629
106, 498, -15.173, 21.4148
107, 757, -44.1445, -47.9205
108, 457, 42.5556, 31.8027
109, 678, 1.84572, 49.9591
110, 786, 28.291, -28.6688
111, 0, 14.0058, -16.0601
112, 373, 3.05605, 27.2408
113, 768, 14.4469, 43.4017
114, 0, 0.259785, 13.1242
115, 517, 49.4243, -10.7152
116, 550, 39.8924, 25.3676
117, 830, 27.992, 27.6648
118, 863, -34.3692, -36.6032
119, 886, -34.132, 45.993
120, 457, 41.9175, 23.1064
121, 438, 42.6558, -23.2555
122, 821, -5.47881, 48.5114
123, 1, -21.1759, -12.9232
124, 310, 30.3141, 30.6698
125, 261, -12.9642, 8.6051
126, 118, -47.999, -48.9584
127, 285, 42.545, 5.05705
128, 926, 28.2824, 6.99193
129, 0, -1.54122, -21.4578
130, 474, -29.8839, -2.11695
131, 635, 17.8271, -39.9915
132, 190, -26.7493, -4.18094
133, 274, 37.6733, -11.1185
134, 139, 9.21586, -46.4587
135, 11, -15.1255, 1.13339
136, 30, 26.6477, -22.4697
137, 422, 27.8779, -28.8311
138, 341, -23.9583, -43.298
139, 953, 8.24568, -43.6442
140, 897, 37.3718, 45.2815
141, 479, 14.9609, 39.3728
142, 711, 46.3231, 7.50586
143, 794, -5.57019, 24.6055
144, 9, -35.5022, 42.8886
145, 15, -46.8523, -15.3861
146, 0, -9.22836, 20.9748
147, 0, -5.37764, 14.0223
148, 826, -33.2061, -17.7043
149, 403, -47.0962, 26.0097
150, 0, -14.163, -12.2217
151, 661, -22.8569, -37.5153
152, 529, 15.3086, -44.979
153, 980, -16.3464, 41.3502
154, 376, -38.277, 41.8993
155, 733, 47.706, 49.0948
156, 578, 37.1808, 12.6669
157, 62, 38.4675, 33.5039
158, -1, -29.8273, -17.1027
159, 0, 8.10943, -15.3295
160, 261, -24.2141, 11.2572
161, 254, 19.2844, 16.5575
162, 201, -17.768, -36.0932
163, 190, -19.4202, -0.974165
164, 0, -3.79758, -16.5164
165, 9, -24.9644, 32.0394
166, 0, 21.2619, 2.17866
167, 337, 44.5241, -13.4295
168, 542, 7.19968, -21.8223
169, 261, -22.0793, 18.9227
170, 743, -29.9231, -24.3733
171, 700, 18.0174, -42.7423
172, 572, 38.2936, 6.48494
173, 515, 40.7616, -41.5336
174, 657, 39.3823, -1.12895
175, -1, -6.86312, -34.8318
176, 652, -39.8718, -37.5787
177, 750, 31.7257, -7.63979
178, 661, -23.672, -37.6944
179, 457, 41.386, 22.5305
180, -1, -4.21079, -33.5784
181, 975, 4.56986, -32.9489
182, 0, 18.6003, -0.906041
183, 975, 3.6216, -24.2001
184, 310, 27.2716, 31.5423
185, 124, 44.7226, 47.3486
186, -1, -42.8309, 12.7401
187, 284, -45.3937, 45.4627
188, 233, -30.775, 45.3679
189, 773, -46.071, -41.3927
190, 0, -5.76103, -2.93408
191, 474, -26.2246, 4.3672
192, 953, 9.4872, -44.4989
193, 833, 46.7274, 35.8152
194, 9, -32.1933, 38.1135
195, 0, 8.3457, 13.5959
196, 983, -45.465, -37.0844
197, 410, 30.647, 23.1353
198, 0, 12.0095, -15.7314
199, 177, 48.9353, -10.7188
200, 9, -34.1891, 43.6579
201, 918, -13.3703, -27.02
202, 0, 6.39793, -8.76396
203, 169, -31.5573, 25.6229
204, 918, -13.396, -27.6283
205, 62, 34.2302, 30.8429
206, 635, 19.4376, -41.9944
207, 322, -14.7899, -21.0752
208, 148, -36.4933, -18.0625
209, 826, -35.2599, -18.6866
210, 790, -29.949, 23.0857
211, 265, 44.9093, -25.414
212, 705, 36.0013, 25.5563
213, 984, 47.7213, -1.98918
214, 194, -40.175, 46.6566
215, 970, 37.292, -24.3641
216, 970, 40.3145, -26.0783
217, 0, -1.38412, -3.2876
218, 0, 15.1577, 17.0586
219, 617, -27.6647, -48.2383
220, 945, 39.4303, -43.4345
221, 551, 32.6046, 8.86787
222, 863, -35.4289, -32.1852
223, 438, 37.7927, -21.9221
224, 634, -0.247714, -47.4673
225, 0, 9.3913, 19.8033
226, 572, 25.6185, 4.30063
227, 551, 44.3893, 11.6198
228, 458, -20.143, 42.1107
229, 15, -40.3694, -10.3181
230, 437, 38.7673, 46.9226
231, -1, 15.3178, 29.0817
232, 601, -29.1557, -36.0663
233, 270, -24.2059, 36.002
234, 81, 30.9923, -1.87055
235, 457, 37.7638, 20.4225
236, 0, 4.69496, 20.3684
237, 765, -20.7096, 19.2661
238, 970, 38.1831, -32.9169
239, 293, 47.3439, -12.0646
240, 474, -30.3842, 6.73524
241, 611, -42.2613, 45.2343
242, 232, -38.9641, -47.872
243, 0, 6.85406, -9.10714
244, 400, 44.2387, 16.4847
245, 310, 30.5748, 33.0059
246, 0, 13.4073, -4.10736
247, 818, 12.0876, 34.2516
248, 706, 9.82637, 37.8817
249, 0, 20.2536, -9.18136
250, 261, -13.9888, 8.01736
251, 611, -38.7588, 40.7062
252, 991, -21.6143, -9.46844
253, 700, 9.97224, -33.4311
254, 0, 7.61463, 7.31618
255, 808, 4.50429, 27.2304
256, -1, -35.9486, 12.243
257, 111, 22.4647, -24.9127
258, 202, 14.371, -20.6812
259, -1, 15.9802, 8.60963
260, 26, 45.8035, -3.44503
261, 765, -8.38446, 9.21071
262, 220, 42.4476, -46.2968
263, -1, -6.53773, 2.27398
264, 970, 41.5849, -36.2841
265, 850, 43.0926, -22.4039
266, 533, 21.7332, -45.6662
267, 896, -31.6977, -49.881
268, 939, -5.13464, 28.2745
269, 60, -33.3122, -47.52
270, 498, -14.4093, 21.1921
271, 590, 29.7104, -0.3579
272, 11, -16.5649, 2.17515
273, 455, 24.7294, 47.8061
274, 246, 31.4939, -9.29043
275, 632, 6.4157, 27.2974
276, 842, 37.2645, 48.0312
277, -1, -13.4919, 29.7122
278, 685, -48.2656, 29.9704
279, 980, -18.0139, 43.3193
280, 438, 43.6862, -24.9212
281, 261, -29.0846, 15.4195
282, 190, -20.5874, -10.7823
283, -1, 15.5384, 24.2779
284, 556, -32.5078, 32.2262
285, 506, 26.7579, 3.08282
286, 0, 3.41836, 6.46835
287, 203, -47.2751, 36.8535
288, 685, -41.3565, 27.4543
289, 897, 34.6595, 40.1374
290, -1, -31.8361, -8.92478
291, 700, 17.4348, -44.5716
292, 596, -10.8935, -46.0571
293, 758, 35.1406, -9.15914
294, 786, 33.9132, -32.8733
295, 345, -15.8398, 27.5995
296, -1, -7.79451, 5.07556
297, 0, -6.98107, 21.6181
298, 761, 44.2932, -41.4427
299, -1, -4.10402, -38.2146
300, 136, 40.7836, -27.3461
301, 0, 14.8682, -5.79805
302, -1, 29.1223, 17.5931
303, 458, -18.9446, 37.7658
304, -1, -4.95255, -34.2851
305, -1, 27.9032, 13.2113
306, 0, 6.79015, -4.66201
307, 414, 18.6398, 45.8966
308, 0, -0.71912, 3.78037
309, 0, -13.2625, -16.8059
310, 254, 20.9071, 20.8976
311, 652, -39.2064, -36.8874
312, 474, -24.0268, 3.81253
313, 819, 34.7306, -29.7336
314, 202, 12.3699, -19.3734
315, 11, -17.9482, 3.15346
316, 463, 3.28053, 46.92
317, 850, 47.3554, -17.5972
318, 202, 14.5131, -21.5892
319, 623, -29.8315, -40.4395
320, 366, -5.87427, 48.0717
321, 533, 22.7719, -49.0841
322, 0, -6.59028, -8.58833
323, 990, 46.8125, 42.6906
324, 361, 45.192, -16.4501
325, 261, -24.1153, 16.0991
326, 15, -45.5524, -13.3217
327, -1, 29.2117, -19.5792
328, 400, 40.4909, 13.9424
329, 0, 0.687169, 2.86074
330, 197, 44.569, 32.739
331, 130, -43.9858, -2.15047
332, 635, 29.6589, -46.6304
333, 54, 30.2523, -5.82796
334, 596, -18.2196, -49.5791
335, 808, 3.73258, 25.9062
336, 850, 48.4926, -23.4955
337, 246, 26.822, -8.09768
338, -1, 17.9161, 23.6345
339, 765, -15.4071, 13.1082
340, -1, -42.8155, 10.4777
341, 848, -20.7927, -38.368
342, 981, 47.156, -41.581
343, 794, -7.94719, 37.6469
344, 455, 22.3614, 42.74
345, 0, -9.4924, 16.9304
346, 44, 25.4789, -3.4782
347, 163, -35.2201, 5.13786
348, 678, -0.108583, 45.0323
349, 861, 49.3099, 31.6718
350, 513, 45.4531, 3.04248
351, 255, 7.578, 43.9457
352, -1, 29.547, -15.6
353, 190, -14.1519, -2.53689
354, 281, -41.9654, 20.441
355, 222, -39.4287, -34.7809
356, 0, -19.0814, -10.2214
357, -1, -23.1489, -21.9254
358, 0, -1.80234, 18.9039
359, 863, -34.2785, -29.4409
360, -1, 11.6439, 6.22907
361, 891, 37.4895, -12.8772
362, 805, -47.2491, -47.7306
363, 513, 42.2607, 2.64229
364, 511, 47.3017, 41.5706
365, 980, -15.6859, 42.7548
366, 939, -5.38695, 41.8921
367, 970, 36.7005, -25.84
368, 531, -23.7078, -27.4514
369, 940, 21.6231, -15.6732
370, 457, 42.9896, 32.1944
371, 27, -0.454192, -26.0918
372, 631, -28.027, 26.3969
373, 0, 1.98284, 20.1707
374, 0, -4.69919, 17.7043
375, 945, 40.7298, -43.0553
376, 556, -26.0666, 28.2193
377, 947, -5.93251, -23.3157
378, -1, 30.4887, -13.6718
379, 830, 29.3265, 27.7903
380, 661, -22.1013, -36.3593
381, -1, 20.5452, 22.5118
382, 736, -44.4672, 7.2457
383, 850, 46.6718, -18.175
384, -1, 29.7943, 18.2949
385, 673, 16.1518, 22.7839
386, 973, 0.489297, -34.3024
387, 156, 46.6921, 22.4623
388, 17, 42.0945, -1.32504
389, 0, -7.36698, -12.6047
390, -1, -33.6207, -16.6372
391, 0, -5.66004, -9.68734
392, 284, -38.418, 38.4074
393, 560, 16.9969, 42.0707
394, 190, -25.2644, -3.67653
395, 0, 19.8611, 2.63431
396, 0, 9.96414, -9.59378
397, 261, -24.8539, 15.497
398, 265, 47.6519, -28.1822
399, 550, 47.322, 27.4462
400, 551, 40.1127, 13.4737
401, 0, 0.230118, -9.39797
402, 667, 29.1713, -3.07777
403, 325, -36.9356, 21.2657
404, 63, 45.5972, 5.69738
405, 773, -41.339, -38.0235
406, 513, 39.0602, 3.00098
407, 525, 2.28912, -49.3578
408, 872, -8.59158, -30.714
409, 156, 42.7129, 16.144
410, 0, 15.6095, 12.574
411, 743, -31.2217, -24.4264
412, 132, -47.0198, -6.07559
413, 712, 41.0706, -49.3679
414, 459, 15.7423, 38.3926
415, 572, 28.0783, 5.85499
416, 0, 1.86628, -21.6915
417, 850, 46.457, -18.9624
418, 318, 25.2307, -40.4786
419, 281, -47.6967, 20.8279
420, 700, 15.2188, -39.0357
421, 395, 32.8043, 4.27892
422, 0, 13.9653, -14.9065
423, 478, 4.92113, -44.6263
424, 0, 4.37949, -2.36596
425, 435, 21.5177, -30.011
426, 284, -39.792, 40.2961
427, -1, -4.43736, -36.8118
428, 0, -15.7795, -13.3668
429, 886, -36.1797, 49.9627
430, 464, -24.9742, 41.8987
431, 632, 5.81772, 26.8921
432, 163, -29.7929, 2.27474
433, 611, -42.0704, 45.4378
434, 529, 11.7961, -39.7671
435, 202, 16.2657, -22.9851
436, 353, -28.8028, -0.929977
437, 310, 31.2938, 35.1625
