elapsed_s,total_latency_ms,update_ms,plan_ms,time_to_goal,path_cost,obstacle_checks,queue_operations,collision_count,tree_size,avg_deg_out,avg_deg_in,radius
0.0991015,98.3566,40.0536,58.3031,25,154.613,12219,486,0,535,14.0224,14.0224,40
0.125353,24.2036,0,24.2036,24.98,162.411,3137,76,0,539,14.0538,14.0538,40
0.130427,3.29644,0,3.29644,24.96,162.256,312,3,0,541,14.1091,14.1091,40
0.161774,14.2022,0,14.2022,24.96,162.256,987,0,0,542,14.2786,14.2786,40
0.164105,0.455823,0,0.455823,24.94,162.101,99,0,0,542,14.2786,14.2786,40
0.184514,0.303614,0,0.303614,24.94,162.101,99,0,0,542,14.2786,14.2786,40
0.196194,10.0566,0,10.0566,24.92,161.946,467,8,0,545,14.4991,14.4991,40
0.21088,3.8851,0,3.8851,24.92,161.946,143,5,0,548,14.4763,14.4763,40
0.213095,0.706598,0,0.706598,24.9,161.791,146,2,0,550,14.4491,14.4491,40
0.237013,3.7947,0,3.7947,24.9,161.791,238,4,0,553,14.4774,14.4774,40
0.243074,4.33978,0,4.33978,24.88,161.635,303,0,0,554,14.491,14.491,40
0.26571,6.16286,0,6.16286,24.88,161.635,151,4,0,556,14.5144,14.5144,40
0.278992,11.6422,0,11.6422,24.86,161.479,397,4,0,558,14.8172,14.8172,40
0.288768,0.763544,0,0.763544,24.86,161.479,115,2,0,559,14.7979,14.7979,40
0.294113,3.33355,0,3.33355,24.84,161.322,157,2,0,561,14.7861,14.7861,40
0.319516,8.00293,0,8.00293,24.84,161.322,362,20,0,564,14.8901,14.8901,40
0.327233,5.26521,0,5.26521,24.82,161.166,161,0,0,565,14.9062,14.9062,40
0.35005,7.9275,0,7.9275,24.82,161.166,356,4,0,567,15.0776,15.0776,40
0.352108,0.423731,0,0.423731,24.8,161.008,106,0,0,567,15.0776,15.0776,40
0.376469,3.93199,0,3.93199,24.8,161.008,132,4,0,569,15.0615,15.0615,40
