elapsed_s,total_latency_ms,update_ms,plan_ms,time_to_goal,path_cost,obstacle_checks,queue_operations,collision_count,tree_size,avg_deg_out,avg_deg_in,radius
0.735791,735.285,727.972,7.31314,30,157.893,55273,716,0,746,16.6166,16.6166,20
0.744749,6.81291,0,6.81291,29.98,148.662,478,0,0,748,16.623,16.623,20
0.760359,1.65688,0,1.65688,29.98,148.662,224,1,0,749,16.6248,16.6248,20
0.767725,4.57704,0,4.57704,29.96,148.571,339,0,0,749,16.6248,16.6248,20
0.791226,8.21209,0,8.21209,29.96,148.571,659,23,0,750,16.676,16.676,20
0.798253,4.61974,0,4.61974,29.94,148.479,289,0,0,751,16.6778,16.6778,20
0.815091,1.29022,0,1.29022,29.94,148.479,164,0,0,751,16.6778,16.6778,20
0.820189,3.26869,0,3.26869,29.92,148.388,303,0,0,753,16.66,16.66,20
0.841687,3.91354,0,3.91354,29.92,148.388,365,4,0,755,16.6517,16.6517,20
0.850482,6.99321,0,6.99321,29.9,148.297,549,0,0,756,16.6892,16.6892,20
0.869144,4.8464,0,4.8464,29.9,148.297,432,0,0,758,16.6926,16.6926,20
0.878996,8.1693,0,8.1693,29.88,148.205,645,0,0,760,16.7355,16.7355,20
0.897602,5.5477,0,5.5477,29.88,148.205,367,2,0,761,16.7569,16.7569,20
0.899394,0.063244,0,0.063244,29.86,148.114,89,0,0,761,16.7569,16.7569,20
0.924898,4.67983,0,4.67983,29.86,148.114,258,0,0,762,16.7585,16.7585,20
0.927519,0.331858,0,0.331858,29.84,148.023,89,0,0,762,16.7585,16.7585,20
0.947624,0.111609,0,0.111609,29.84,148.023,89,0,0,762,16.7585,16.7585,20
0.955234,5.90172,0,5.90172,29.82,147.932,442,24,0,763,16.7693,16.7693,20
0.975126,5.02201,0,5.02201,29.82,146.813,371,0,0,764,16.788,16.788,20
0.979663,2.74528,0,2.74528,29.8,146.722,249,0,0,765,16.7869,16.7869,20
1.00068,3.06108,0,3.06108,29.8,146.722,269,0,0,766,16.7885,16.7885,20
1.00608,3.65352,0,3.65352,29.78,146.631,307,1,0,767,16.7979,16.7979,20
1.0241,0.694835,0,0.694835,29.78,146.631,89,0,0,767,16.7979,16.7979,20
1.03785,11.4945,0,11.4945,29.76,146.54,579,2,0,768,16.8398,16.8398,20
1.04663,0.152233,0,0.152233,29.76,146.54,89,0,0,768,16.8398,16.8398,20
1.04914,0.066338,0,0.066338,29.74,146.449,89,0,0,768,16.8398,16.8398,20
1.07564,5.94337,0,5.94337,29.74,146.449,319,2,0,769,16.8479,16.8479,20
1.08543,7.2084,0,7.2084,29.72,146.358,313,7,0,770,16.8571,16.8571,20
1.09888,0.182817,0,0.182817,29.72,146.358,89,0,0,770,16.8571,16.8571,20
1.10345,2.16422,0,2.16422,29.7,146.267,207,0,0,771,16.8703,16.8703,20
1.12705,5.01809,0,5.01809,29.7,146.267,389,0,0,772,16.8873,16.8873,20
1.13172,3.13883,0,3.13883,29.68,146.176,289,0,0,773,16.8913,16.8913,20
1.1563,6.86386,0,6.86386,29.68,146.176,526,2,0,774,16.9341,16.9341,20
1.16295,4.98818,0,4.98818,29.66,146.086,463,9,0,775,16.9665,16.9665,20
1.17918,0.640551,0,0.640551,29.66,146.086,89,0,0,775,16.9665,16.9665,20
1.18846,7.50184,0,7.50184,29.64,145.995,548,0,0,776,17.0142,17.0142,20
1.20421,2.78527,0,2.78527,29.64,145.995,270,0,0,777,17.0077,17.0077,20
1.20624,0.430051,0,0.430051,29.62,145.905,79,0,0,777,17.0077,17.0077,20
1.23838,11.7094,0,11.7094,29.62,145.905,629,0,0,778,17.0566,17.0566,20
1.25385,13.9291,0,13.9291,29.6,145.814,839,7,0,780,17.1103,17.1103,20
1.26464,4.45898,0,4.45898,29.6,145.814,359,0,0,781,17.1242,17.1242,20
1.27672,10.3909,0,10.3909,29.58,145.724,746,8,0,782,17.1893,17.1893,20
