elapsed_s,total_latency_ms,update_ms,plan_ms,time_to_goal,path_cost,obstacle_checks,queue_operations,collision_count,tree_size,avg_deg_out,avg_deg_in,radius
0.111901,111.444,39.2229,72.2207,30,154.038,11074,761,0,762,16.6404,16.6404,20
0.115045,1.08016,0,1.08016,29.98,147.543,109,2,0,763,16.6448,16.6448,20
0.139575,4.62828,0,4.62828,29.98,147.543,304,6,0,765,16.6876,16.6876,20
0.143679,2.02315,0,2.02315,29.96,147.452,187,12,0,766,16.7206,16.7206,20
0.162961,0.496027,0,0.496027,29.96,147.452,109,0,0,766,16.7206,16.7206,20
0.16711,2.30265,0,2.30265,29.94,147.36,176,2,0,767,16.7679,16.7679,20
0.187223,1.74225,0,1.74225,29.94,147.36,166,2,0,769,16.762,16.762,20
0.189668,0.47292,0,0.47292,29.92,147.269,109,0,0,769,16.762,16.762,20
0.212686,2.71672,0,2.71672,29.92,147.269,119,2,0,770,16.8117,16.8117,20
0.217585,3.06111,0,3.06111,29.9,147.178,151,11,0,772,16.8653,16.8653,20
0.235912,1.02249,0,1.02249,29.9,147.178,109,2,0,773,16.8797,16.8797,20
0.24068,3.07178,0,3.07178,29.88,147.086,201,10,0,774,16.9457,16.9457,20
0.259728,1.35432,0,1.35432,29.88,147.086,99,2,0,775,16.9548,16.9548,20
0.265101,3.30245,0,3.30245,29.86,146.995,119,5,0,777,17.0039,17.0039,20
0.289635,7.44721,0,7.44721,29.86,146.995,351,8,0,779,17.0899,17.0899,20
0.293228,1.76195,0,1.76195,29.84,146.904,99,2,0,780,17.1167,17.1167,20
0.312307,0.021009,0,0.021009,29.84,146.904,89,0,0,780,17.1167,17.1167,20
0.318967,4.35149,0,4.35149,29.82,146.813,188,2,0,782,17.1368,17.1368,20
0.335717,0.694437,0,0.694437,29.82,146.813,89,0,0,782,17.1368,17.1368,20
0.338764,0.067919,0,0.067919,29.8,146.722,89,0,0,782,17.1368,17.1368,20
0.359183,0.224765,0,0.224765,29.8,146.722,89,0,0,782,17.1368,17.1368,20
0.362292,0.444457,0,0.444457,29.78,146.631,89,0,0,782,17.1368,17.1368,20
0.382443,0.814966,0,0.814966,29.78,146.631,99,2,0,783,17.129,17.129,20
0.385879,0.301627,0,0.301627,29.76,146.54,89,0,0,783,17.129,17.129,20
0.408704,2.7768,0,2.7768,29.76,146.54,118,4,0,785,17.149,17.149,20
0.413377,2.2068,0,2.2068,29.74,146.449,129,10,0,786,17.1539,17.1539,20
0.433603,1.33422,0,1.33422,29.74,146.449,89,0,0,786,17.1539,17.1539,20
0.439982,2.95938,0,2.95938,29.72,146.358,99,2,0,787,17.1804,17.1804,20
0.459444,2.87388,0,2.87388,29.72,146.358,124,2,0,788,17.2018,17.2018,20
0.46456,2.20592,0,2.20592,29.7,146.267,205,4,0,789,17.2231,17.2231,20
0.490297,7.83335,0,7.83335,29.7,146.267,109,4,0,791,17.2819,17.2819,20
0.495648,2.29965,0,2.29965,29.68,146.176,127,4,0,792,17.3093,17.3093,20
0.515234,1.8825,0,1.8825,29.68,146.176,105,2,0,793,17.3127,17.3127,20
0.518712,0.051417,0,0.051417,29.66,146.086,89,0,0,793,17.3127,17.3127,20
0.550364,11.0767,0,11.0767,29.66,146.086,553,32,0,795,17.3535,17.3535,20
0.557867,4.25911,0,4.25911,29.64,145.995,162,4,0,797,17.4015,17.4015,20
0.574555,1.09219,0,1.09219,29.64,145.995,89,2,0,798,17.3897,17.3897,20
0.578181,2.1216,0,2.1216,29.62,145.905,99,4,0,800,17.415,17.415,20
0.598642,1.78483,0,1.78483,29.62,145.905,141,1,0,801,17.407,17.407,20
0.606822,5.91812,0,5.91812,29.6,145.814,165,15,0,803,17.4359,17.4359,20
0.623014,2.12005,0,2.12005,29.6,145.814,103,2,0,804,17.4714,17.4714,20
0.625503,0.607916,0,0.607916,29.58,145.724,89,1,0,805,17.4646,17.4646,20
0.645125,0.002622,0,0.002622,29.58,145.724,79,0,0,805,17.4646,17.4646,20
0.652492,4.60088,0,4.60088,29.56,145.633,111,4,0,806,17.5087,17.5087,20
0.669974,0.939194,0,0.939194,29.56,145.633,79,0,0,806,17.5087,17.5087,20
0.675377,2.97182,0,2.97182,29.54,145.543,162,4,0,807,17.5155,17.5155,20
0.694878,1.79616,0,1.79616,29.54,145.543,109,4,0,809,17.5192,17.5192,20
0.698953,1.86575,0,1.86575,29.52,145.453,89,1,0,810,17.5185,17.5185,20
0.721144,3.31541,0,3.31541,29.52,145.453,130,6,0,812,17.5123,17.5123,20
