elapsed_s,total_latency_ms,update_ms,plan_ms,time_to_goal,path_cost,obstacle_checks,queue_operations,collision_count,tree_size,avg_deg_out,avg_deg_in,radius
0.387454,387.007,383.805,3.20148,25,159.025,44195,695,0,594,12.9007,12.9007,40
0.392804,4.12437,0,4.12437,24.98,163.84,263,7,0,597,12.8827,12.8827,40
0.414423,5.5914,0,5.5914,24.98,163.84,196,2,0,599,12.8681,12.8681,40
0.418843,3.72631,0,3.72631,24.96,163.684,298,0,0,600,12.8983,12.8983,40
0.440679,5.26459,0,5.26459,24.96,163.684,375,0,0,601,12.9401,12.9401,40
0.44974,8.19454,0,8.19454,24.94,163.528,776,0,0,603,13.0995,13.0995,40
0.471502,9.44771,0,9.44771,24.94,163.528,460,0,0,606,13.198,13.198,40
0.484578,12.1288,0,12.1288,24.92,163.371,829,0,0,608,13.2401,13.2401,40
0.497904,5.01683,0,5.01683,24.92,163.371,276,1,0,611,13.2259,13.2259,40
0.501584,2.95498,0,2.95498,24.9,163.215,52,0,0,612,13.2092,13.2092,40
0.519522,0.582802,0,0.582802,24.9,163.215,26,0,0,612,13.2092,13.2092,40
0.526145,5.38655,0,5.38655,24.88,163.058,256,0,0,612,13.2092,13.2092,40
0.542675,1.75397,0,1.75397,24.88,163.058,116,0,0,613,13.2023,13.2023,40
0.555999,12.4091,0,12.4091,24.86,162.901,811,0,0,614,13.3127,13.3127,40
0.569855,5.93732,0,5.93732,24.86,162.901,238,0,0,616,13.3279,13.3279,40
0.575323,4.59934,0,4.59934,24.84,162.743,391,2,0,618,13.3301,13.3301,40
0.606464,15.2671,0,15.2671,24.84,162.743,828,17,0,621,13.4251,13.4251,40
0.613976,6.54537,0,6.54537,24.82,162.585,439,0,0,624,13.4375,13.4375,40
0.636283,8.55095,0,8.55095,24.82,162.585,437,0,0,627,13.4434,13.4434,40
0.640154,3.10482,0,3.10482,24.8,162.426,314,0,0,628,13.4554,13.4554,40
0.666014,8.48808,0,8.48808,24.8,162.426,506,0,0,630,13.4968,13.4968,40
0.674128,7.29873,0,7.29873,24.78,162.267,691,0,0,632,13.5854,13.5854,40
0.689504,2.21316,0,2.21316,24.78,162.267,40,0,0,632,13.5854,13.5854,40
0.698448,7.98306,0,7.98306,24.76,162.108,414,4,0,633,13.6272,13.6272,40
0.712079,1.32651,0,1.32651,24.76,162.108,26,0,0,633,13.6272,13.6272,40
0.717442,4.34927,0,4.34927,24.74,161.947,184,0,0,633,13.6272,13.6272,40
0.736676,3.07146,0,3.07146,24.74,161.947,36,0,0,634,13.6073,13.6073,40
0.744676,7.22663,0,7.22663,24.72,161.786,667,0,0,636,13.6777,13.6777,40
0.76405,6.12835,0,6.12835,24.72,161.786,523,1,0,638,13.732,13.732,40
0.774517,9.45762,0,9.45762,24.7,161.624,748,0,0,639,13.8732,13.8732,40
0.791802,6.11733,0,6.11733,24.7,161.624,242,0,0,639,13.8732,13.8732,40
0.794884,2.20706,0,2.20706,24.68,161.462,72,0,0,640,13.8578,13.8578,40
0.829248,16.1367,0,16.1367,24.68,161.462,659,0,0,641,13.9485,13.9485,40
0.831536,1.07548,0,1.07548,24.66,161.298,32,0,0,641,13.9485,13.9485,40
0.862645,11.8181,0,11.8181,24.66,161.298,532,0,0,642,14.0047,14.0047,40
0.867361,3.64343,0,3.64343,24.64,161.134,142,0,0,644,13.9736,13.9736,40
0.888832,4.63475,0,4.63475,24.64,161.134,122,0,0,645,13.9659,13.9659,40
0.893247,3.56168,0,3.56168,24.62,160.968,238,3,0,646,13.9582,13.9582,40
0.913368,3.26172,0,3.26172,24.62,160.968,163,0,0,647,13.9645,13.9645,40
0.917498,2.72766,0,2.72766,24.6,160.802,144,2,0,649,13.9553,13.9553,40
0.944993,9.82915,0,9.82915,24.6,160.802,803,0,0,654,14.0245,14.0245,40
0.95501,8.67193,0,8.67193,24.58,160.635,629,0,0,656,14.0976,14.0976,40
0.973625,6.98278,0,6.98278,24.58,160.635,206,0,0,657,14.0944,14.0944,40
0.977572,3.10219,0,3.10219,24.56,160.466,164,0,0,658,14.0942,14.0942,40
1.01344,18.3682,0,18.3682,24.56,160.466,1190,3,0,660,14.2818,14.2818,40
1.02134,6.85746,0,6.85746,24.54,160.297,512,0,0,662,14.3233,14.3233,40
1.036,0.984202,0,0.984202,24.54,160.297,32,0,0,662,14.3233,14.3233,40
1.04435,7.35216,0,7.35216,24.52,160.126,565,0,0,664,14.3991,14.3991,40
1.06727,9.68321,0,9.68321,24.52,160.126,580,3,0,667,14.4288,14.4288,40
1.0697,1.53567,0,1.53567,24.5,159.954,163,1,0,668,14.4281,14.4281,40
1.0987,9.91301,0,9.91301,24.5,159.954,811,3,0,670,14.5164,14.5164,40
1.10074,1.14899,0,1.14899,24.48,159.781,131,1,0,671,14.5082,14.5082,40
1.13321,12.9781,0,12.9781,24.48,159.781,706,26,0,673,14.5468,14.5468,40
1.13568,1.58476,0,1.58476,24.46,159.606,204,0,0,674,14.5549,14.5549,40
1.16502,10.321,0,10.321,24.46,159.606,443,0,0,676,14.5754,14.5754,40
